Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Undisputed Champion's Shirt,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Entwined Gorger Tendril,Sinful Gladiator's Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Barricade of the Endless Empire,Lightforged Tabard,148484240
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Golden Filigreed Shirt,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Twisted Witherroot Band,Ritualist's Treasured Ring,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Shroud of the Penitent,Engorged Worm Smasher,Acidslough Bulwark,Competitor's Tabard,140411936
Plague Handler's Greathelm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Ardent Sunstar Signet,Shadowghast Ring,Stone Legion Heraldry,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Sophisticated Bonecracker,Chyrus's Crest of Hope,Renowned Guild Tabard,158827717
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Irradiated Undercoat,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Stompers,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Ardent Sunstar Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Undercity Tabard,161696787
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Chyrus's Crest of Hope,Tabard of the Lightbringer,115463739
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Fleshfused Circle,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,Tabard of the Ascended,149922389
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Guard,,154405274
Wrathbark Greathelm,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,,63211228
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Supercollider,Acidslough Bulwark,Tabard of the Lightbringer,157162805
Wing Commander's Helmet,Azure-Venom Choker,Sinful Gladiator's Plate Shoulders,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Gauntlets,Shadowghast Ring,Sinful Gladiator's Band,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Decadent Nathrian Shawl,Gorestained Cleaver,Sinful Gladiator's Guard,Tabard of the Lightbringer,133275195
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,Champions of Azeroth Tabard,178101787
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,,130524663
Shadowghast Helm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Overwhelming Power Crystal,Sinful Gladiator's Medallion,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,152789283
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ring of Perpetual Conflict,Bloodoath Signet,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Xandria's Kopis of Courage,Acidslough Bulwark,Tabard of the Ascended,96588270
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Red Linen Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Sinful Gladiator's Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Scarlet Crusade,173001148
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stonebark Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,Lightforged Tabard,192547619
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Arachnid Cipher Ring,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,Tushui Tabard,106135631
Dreadguard's Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Last Season's Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Grim Codex,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,Argent Crusader's Tabard,77836242
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Spare Meat Hook,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Kudebeh's Remarkable Targe,Tabard of the Lightbringer,74799158
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Artisan Member's Shirt,Breastplate of Fatal Contrivances,Sinful Aspirant's Plate Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Fleshfused Circle,Hyperlight Band,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,Tabard of the Explorer,88469836
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Dark Iron,156241902
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Acidslough Bulwark,,187022384
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Sinful Gladiator's Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sacred Sparrer's Edge,Acidslough Bulwark,Stormpike Battle Tabard,196923820
Shadowghast Helm,Reinforced High Collar,Epaulettes of Overwhelming Force,White Linen Shirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Amber-Plated Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,Argent Crusader's Tabard,237884474
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,Stone Guard's Herald,148556259
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ring of Perpetual Conflict,Pulsating Stoneheart,Overwhelming Power Crystal,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of the Lightbringer,156967572
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Bargast's Leash,Anima Field Emitter,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,Tabard of the 7th Legion,146319436
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Stonebark Girdle,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Sylvan Whiteshield,Tabard of the Zandalari,187782739
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Pulsating Stoneheart,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,,75425149
Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Shoulders,Sightless Mantle,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Shadowghast Armguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Splintered Heart of Al'ar,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Lightbringer,97817684
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ring of Perpetual Conflict,Signet of the False Accuser,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,,133739869
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,,157065923
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Ascended Gladius of Glory,Acidslough Bulwark,,173827844
Darkfrost Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Stonebark Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Shadowghast Ring,Blood-Spattered Scale,Bladedancer's Armor Kit,Mantle of Manifest Sins,Engorged Worm Smasher,Elysian Sentinel's Aegis,,115676360
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stonebark Girdle,Gormshell Greaves,Baetheas' Ironclad Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Sanguine Vintage,Sinful Aspirant's Medallion,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Elysian Sentinel's Aegis,,193784050
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Selfless Collector's Greatcloak,Axe of the Deadgrove,Duskwarder Shield,Tabard of the Zandalari,144194417
Wrathbark Greathelm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Bold Yellow Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Anima Field Emitter,Sinful Gladiator's Drape,Sophisticated Bonecracker,Chyrus's Crest of Hope,,106718552
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Irradiated Undercoat,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Entwined Gorger Tendril,Slimy Consumptive Organ,Pulsating Stoneheart,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,Tabard of the Lightbringer,158188168
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Arachnid Cipher Ring,Bladedancer's Armor Kit,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Acidslough Bulwark,,106113321
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Captain Sanders' Shirt,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Bargast's Leash,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,Renowned Guild Tabard,126824516
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Shroud of the Penitent,Gorestained Cleaver,Encrusted Canopic Lid,,175760803
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Bloodoath Signet,Slimy Consumptive Organ,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,,20764750
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Wraps of the Blood-Soaked Brawler,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Band of the Risen Bonelord,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Lightbringer,98572179
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Hyperlight Band,Viscera of Coalesced Hatred,Anima Field Emitter,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,Thunder Bluff Tabard,80362957
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Sinful Gladiator's Drape,Axe of the Deadgrove,Sinful Gladiator's Guard,Guild Tabard,115287737
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Sanguine Vintage,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,,183917942
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,,106040000
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Fleshfused Circle,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Renowned Guild Tabard,170229125
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the 7th Legion,168998405
Diadem of Imperious Desire,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,158660603
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,,134200391
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Tia Shortsleeve's Short Sleeve Shirt,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,Stormwind Tabard,89933994
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Valarjar Tabard,140892084
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,Purple Trophy Tabard of the Illidari,132375920
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ardent Sunstar Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Crest of the Legionnaire General,Gorestained Cleaver,Elysian Sentinel's Aegis,,190314116
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,Tabard of the Ascended,195731446
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Supercollider,Sinful Gladiator's Guard,Tabard of the Dark Iron,148268233
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Arachnid Cipher Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,,165388212
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Darkmoon Deck: Indomitable,Gluttonous Spike,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,166630125
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Acidslough Bulwark,,183013498
